Country Name,Country Code,Series Code,year,gdp,gdppc
Mexico,MEX,NY.GDP.MKTP.KD,2013,1103071549191.5171,NA
Mexico,MEX,NY.GDP.MKTP.KD,2014,1134506587182.8638,NA
Mexico,MEX,NY.GDP.MKTP.KD,2015,1171867608197.7246,NA
Mexico,MEX,NY.GDP.MKTP.KD,2016,1202693965604.1748,NA
Mexico,MEX,NY.GDP.MKTP.KD,2017,1228108442202.2202,NA
Mexico,MEX,NY.GDP.MKTP.KD,2018,1255065357728.626,NA
Mexico,MEX,NY.GDP.MKTP.KD,2019,1252732106030.0967,NA
Mexico,MEX,NY.GDP.MKTP.KD,2020,1150416990019.6528,NA
Mexico,MEX,NY.GDP.MKTP.KD,2021,1205604698947.9854,NA
Mexico,MEX,NY.GDP.PCAP.KD,1960,NA,3741.9297741056134
Mexico,MEX,NY.GDP.PCAP.KD,1961,NA,3808.6138490781832
Mexico,MEX,NY.GDP.PCAP.KD,1962,NA,3864.3539197837026
Mexico,MEX,NY.GDP.PCAP.KD,1963,NA,4049.9678050231323
Mexico,MEX,NY.GDP.PCAP.KD,1964,NA,4393.4622211708256
Mexico,MEX,NY.GDP.PCAP.KD,1965,NA,4561.1360417731967
Mexico,MEX,NY.GDP.PCAP.KD,1966,NA,4690.79338533453
Mexico,MEX,NY.GDP.PCAP.KD,1967,NA,4813.535561582582
Mexico,MEX,NY.GDP.PCAP.KD,1968,NA,5106.6345931736787
Mexico,MEX,NY.GDP.PCAP.KD,1969,NA,5121.1940246164859
Mexico,MEX,NY.GDP.PCAP.KD,1970,NA,5290.20427607333
Mexico,MEX,NY.GDP.PCAP.KD,1971,NA,5325.5505769526253
Mexico,MEX,NY.GDP.PCAP.KD,1972,NA,5593.7246899232687
Mexico,MEX,NY.GDP.PCAP.KD,1973,NA,5858.3809805022665
Mexico,MEX,NY.GDP.PCAP.KD,1974,NA,6021.2216065833991
Mexico,MEX,NY.GDP.PCAP.KD,1975,NA,6191.8095533238638
Mexico,MEX,NY.GDP.PCAP.KD,1976,NA,6292.802583218845
Mexico,MEX,NY.GDP.PCAP.KD,1977,NA,6337.7223670931544
Mexico,MEX,NY.GDP.PCAP.KD,1978,NA,6731.4055600692373
Mexico,MEX,NY.GDP.PCAP.KD,1979,NA,7202.3100383992987
Mexico,MEX,NY.GDP.PCAP.KD,1980,NA,7677.203099945581
Mexico,MEX,NY.GDP.PCAP.KD,1981,NA,8134.1137158304646
Mexico,MEX,NY.GDP.PCAP.KD,1982,NA,7903.7411332343845
Mexico,MEX,NY.GDP.PCAP.KD,1983,NA,7455.0073806374166
Mexico,MEX,NY.GDP.PCAP.KD,1984,NA,7538.8949822010081
Mexico,MEX,NY.GDP.PCAP.KD,1985,NA,7538.47354476428
Mexico,MEX,NY.GDP.PCAP.KD,1986,NA,7154.2482105032341
Mexico,MEX,NY.GDP.PCAP.KD,1987,NA,7130.3665495864807
Mexico,MEX,NY.GDP.PCAP.KD,1988,NA,7079.8556575380117
Mexico,MEX,NY.GDP.PCAP.KD,1989,NA,7229.1202106672654
Mexico,MEX,NY.GDP.PCAP.KD,1990,NA,7460.6966119345907
Mexico,MEX,NY.GDP.PCAP.KD,1991,NA,7632.4427909569076
Mexico,MEX,NY.GDP.PCAP.KD,1992,NA,7760.9055640367587
Mexico,MEX,NY.GDP.PCAP.KD,1993,NA,7773.1618312579949
Mexico,MEX,NY.GDP.PCAP.KD,1994,NA,8018.7210090105073
Mexico,MEX,NY.GDP.PCAP.KD,1995,NA,7390.7147163572936
Mexico,MEX,NY.GDP.PCAP.KD,1996,NA,7765.6049833663037
Mexico,MEX,NY.GDP.PCAP.KD,1997,NA,8168.91618207968
Mexico,MEX,NY.GDP.PCAP.KD,1998,NA,8461.4927018836333
Mexico,MEX,NY.GDP.PCAP.KD,1999,NA,8567.078425004227
Mexico,MEX,NY.GDP.PCAP.KD,2000,NA,8861.8695656729124
Mexico,MEX,NY.GDP.PCAP.KD,2001,NA,8702.9848728583966
Mexico,MEX,NY.GDP.PCAP.KD,2002,NA,8580.8872981466557
Mexico,MEX,NY.GDP.PCAP.KD,2003,NA,8587.0885526696384
Mexico,MEX,NY.GDP.PCAP.KD,2004,NA,8801.3219018681775
Mexico,MEX,NY.GDP.PCAP.KD,2005,NA,8877.851291025645
Mexico,MEX,NY.GDP.PCAP.KD,2006,NA,9142.8047738963232
Mexico,MEX,NY.GDP.PCAP.KD,2007,NA,9214.3535338422425
Mexico,MEX,NY.GDP.PCAP.KD,2008,NA,9181.39996717864
Mexico,MEX,NY.GDP.PCAP.KD,2009,NA,8568.6181493312142
Mexico,MEX,NY.GDP.PCAP.KD,2010,NA,8878.5613765504058
Mexico,MEX,NY.GDP.PCAP.KD,2011,NA,9076.3014528574113
Mexico,MEX,NY.GDP.PCAP.KD,2012,NA,9280.2586379144159
Mexico,MEX,NY.GDP.PCAP.KD,2013,NA,9282.991933472962
Mexico,MEX,NY.GDP.PCAP.KD,2014,NA,9426.32458789743
Mexico,MEX,NY.GDP.PCAP.KD,2015,NA,9616.64555810607
Mexico,MEX,NY.GDP.PCAP.KD,2016,NA,9751.5690833717836
Mexico,MEX,NY.GDP.PCAP.KD,2017,NA,9842.4007115060322
Mexico,MEX,NY.GDP.PCAP.KD,2018,NA,9945.7768454800917
Mexico,MEX,NY.GDP.PCAP.KD,2019,NA,9819.53291395011
Mexico,MEX,NY.GDP.PCAP.KD,2020,NA,8922.6124724076344
Mexico,MEX,NY.GDP.PCAP.KD,2021,NA,9255.2138213826347
Portugal,PRT,NY.GDP.MKTP.KD,1960,34854622961.679962,NA
Portugal,PRT,NY.GDP.MKTP.KD,1961,36783792699.419411,NA
Portugal,PRT,NY.GDP.MKTP.KD,1962,39216837454.89653,NA
Portugal,PRT,NY.GDP.MKTP.KD,1963,41520317666.376976,NA
Portugal,PRT,NY.GDP.MKTP.KD,1964,44140560026.744713,NA
Portugal,PRT,NY.GDP.MKTP.KD,1965,47437413392.195206,NA
Portugal,PRT,NY.GDP.MKTP.KD,1966,49371868148.1522,NA
Portugal,PRT,NY.GDP.MKTP.KD,1967,53096720114.805588,NA
Portugal,PRT,NY.GDP.MKTP.KD,1968,57809324411.422691,NA
Portugal,PRT,NY.GDP.MKTP.KD,1969,59035310549.51429,NA
Portugal,PRT,NY.GDP.MKTP.KD,1970,66481201352.326942,NA
Portugal,PRT,NY.GDP.MKTP.KD,1971,70890003936.004288,NA
Portugal,PRT,NY.GDP.MKTP.KD,1972,76572330934.3375,NA
Portugal,PRT,NY.GDP.MKTP.KD,1973,85148946573.309753,NA
Portugal,PRT,NY.GDP.MKTP.KD,1974,86122079248.932022,NA
Portugal,PRT,NY.GDP.MKTP.KD,1975,82377809425.478516,NA
Portugal,PRT,NY.GDP.MKTP.KD,1976,88062068085.754288,NA
Portugal,PRT,NY.GDP.MKTP.KD,1977,92995831146.0664,NA
Portugal,PRT,NY.GDP.MKTP.KD,1978,95614562274.702728,NA
Portugal,PRT,NY.GDP.MKTP.KD,1979,101006207990.82109,NA
Portugal,PRT,NY.GDP.MKTP.KD,1980,105641726219.54297,NA
Portugal,PRT,NY.GDP.MKTP.KD,1981,107351119444.7422,NA
Portugal,PRT,NY.GDP.MKTP.KD,1982,109643468494.88203,NA
Portugal,PRT,NY.GDP.MKTP.KD,1983,109453660796.14415,NA
Portugal,PRT,NY.GDP.MKTP.KD,1984,107395954860.65234,NA
Portugal,PRT,NY.GDP.MKTP.KD,1985,110411030622.1293,NA
Portugal,PRT,NY.GDP.MKTP.KD,1986,114983102465.71367,NA
Portugal,PRT,NY.GDP.MKTP.KD,1987,122320627422.59064,NA
Portugal,PRT,NY.GDP.MKTP.KD,1988,131481351670.3969,NA
Portugal,PRT,NY.GDP.MKTP.KD,1989,139949591199.7258,NA
Portugal,PRT,NY.GDP.MKTP.KD,1990,145478331657.14844,NA
Portugal,PRT,NY.GDP.MKTP.KD,1991,151833125542.38635,NA
Portugal,PRT,NY.GDP.MKTP.KD,1992,153487311625.17383,NA
Portugal,PRT,NY.GDP.MKTP.KD,1993,150351141407.78827,NA
Portugal,PRT,NY.GDP.MKTP.KD,1994,151801786241.27771,NA
Portugal,PRT,NY.GDP.MKTP.KD,1995,158303123479.59647,NA
Portugal,PRT,NY.GDP.MKTP.KD,1996,163850456044.52731,NA
Portugal,PRT,NY.GDP.MKTP.KD,1997,171061297929.06561,NA
Portugal,PRT,NY.GDP.MKTP.KD,1998,179285861799.30389,NA
Portugal,PRT,NY.GDP.MKTP.KD,1999,186289802829.51129,NA
Portugal,PRT,NY.GDP.MKTP.KD,2000,193398953419.57224,NA
Portugal,PRT,NY.GDP.MKTP.KD,2001,197157995297.65152,NA
Portugal,PRT,NY.GDP.MKTP.KD,2002,198677933649.21207,NA
Portugal,PRT,NY.GDP.MKTP.KD,2003,196829193371.54056,NA
Portugal,PRT,NY.GDP.MKTP.KD,2004,200349947385.1261,NA
Portugal,PRT,NY.GDP.MKTP.KD,2005,201916379874.36826,NA
Portugal,PRT,NY.GDP.MKTP.KD,2006,205197590054.86789,NA
Portugal,PRT,NY.GDP.MKTP.KD,2007,210341031080.27606,NA
Portugal,PRT,NY.GDP.MKTP.KD,2008,211012540457.55612,NA
Portugal,PRT,NY.GDP.MKTP.KD,2009,204424561357.60846,NA
Portugal,PRT,NY.GDP.MKTP.KD,2010,207976694614.76666,NA
Portugal,PRT,NY.GDP.MKTP.KD,2011,204449067168.8237,NA
Portugal,PRT,NY.GDP.MKTP.KD,2012,196153968235.58972,NA
Portugal,PRT,NY.GDP.MKTP.KD,2013,194344164093.78894,NA
Portugal,PRT,NY.GDP.MKTP.KD,2014,195883739714.00067,NA
Portugal,PRT,NY.GDP.MKTP.KD,2015,199394066525.44012,NA
Portugal,PRT,NY.GDP.MKTP.KD,2016,203420800578.6405,NA
Portugal,PRT,NY.GDP.MKTP.KD,2017,210553436228.05728,NA
Portugal,PRT,NY.GDP.MKTP.KD,2018,216552789892.19321,NA
Portugal,PRT,NY.GDP.MKTP.KD,2019,222362380238.10687,NA
Portugal,PRT,NY.GDP.MKTP.KD,2020,203589534189.53384,NA
Portugal,PRT,NY.GDP.MKTP.KD,2021,213527167101.178,NA
Portugal,PRT,NY.GDP.PCAP.KD,1960,NA,3934.9447376366506
Portugal,PRT,NY.GDP.PCAP.KD,1961,NA,4119.44125388993
Portugal,PRT,NY.GDP.PCAP.KD,1962,NA,4360.3405448081721
Portugal,PRT,NY.GDP.PCAP.KD,1963,NA,4597.861065968832
Portugal,PRT,NY.GDP.PCAP.KD,1964,NA,4885.3101149477316
Portugal,PRT,NY.GDP.PCAP.KD,1965,NA,5271.6466728633977
Portugal,PRT,NY.GDP.PCAP.KD,1966,NA,5528.151766842444
Portugal,PRT,NY.GDP.PCAP.KD,1967,NA,5983.0526174717716
Portugal,PRT,NY.GDP.PCAP.KD,1968,NA,6541.9954860068792
Portugal,PRT,NY.GDP.PCAP.KD,1969,NA,6740.95674032344
Portugal,PRT,NY.GDP.PCAP.KD,1970,NA,7658.744289578126
Portugal,PRT,NY.GDP.PCAP.KD,1971,NA,8201.2962809228175
Portugal,PRT,NY.GDP.PCAP.KD,1972,NA,8872.3656798488009
Portugal,PRT,NY.GDP.PCAP.KD,1973,NA,9863.0789140991947
Portugal,PRT,NY.GDP.PCAP.KD,1974,NA,9837.61577783563
Portugal,PRT,NY.GDP.PCAP.KD,1975,NA,9059.0071144984831
Portugal,PRT,NY.GDP.PCAP.KD,1976,NA,9412.55413328769
Portugal,PRT,NY.GDP.PCAP.KD,1977,NA,9834.92253552141
Portugal,PRT,NY.GDP.PCAP.KD,1978,NA,10003.354408464178
Portugal,PRT,NY.GDP.PCAP.KD,1979,NA,10454.760115866928
Portugal,PRT,NY.GDP.PCAP.KD,1980,NA,10816.951805302038
Portugal,PRT,NY.GDP.PCAP.KD,1981,NA,10897.084021959827
Portugal,PRT,NY.GDP.PCAP.KD,1982,NA,11061.945286556967
Portugal,PRT,NY.GDP.PCAP.KD,1983,NA,10991.679521277318
Portugal,PRT,NY.GDP.PCAP.KD,1984,NA,10743.643691008006
Portugal,PRT,NY.GDP.PCAP.KD,1985,NA,11015.093122822011
Portugal,PRT,NY.GDP.PCAP.KD,1986,NA,11460.794481914269
Portugal,PRT,NY.GDP.PCAP.KD,1987,NA,12195.438620537727
Portugal,PRT,NY.GDP.PCAP.KD,1988,NA,13122.402136450111
Portugal,PRT,NY.GDP.PCAP.KD,1989,NA,13987.965137403879
Portugal,PRT,NY.GDP.PCAP.KD,1990,NA,14572.288380074284
Portugal,PRT,NY.GDP.PCAP.KD,1991,NA,15243.93004205085
Portugal,PRT,NY.GDP.PCAP.KD,1992,NA,15421.9948914487
Portugal,PRT,NY.GDP.PCAP.KD,1993,NA,15088.41396310349
Portugal,PRT,NY.GDP.PCAP.KD,1994,NA,15193.054738018242
Portugal,PRT,NY.GDP.PCAP.KD,1995,NA,15788.983105781952
Portugal,PRT,NY.GDP.PCAP.KD,1996,NA,16280.93715183532
Portugal,PRT,NY.GDP.PCAP.KD,1997,NA,16921.72194368091
Portugal,PRT,NY.GDP.PCAP.KD,1998,NA,17645.905826945062
Portugal,PRT,NY.GDP.PCAP.KD,1999,NA,18231.839763745415
Portugal,PRT,NY.GDP.PCAP.KD,2000,NA,18795.031147983413
Portugal,PRT,NY.GDP.PCAP.KD,2001,NA,19025.695690538792
Portugal,PRT,NY.GDP.PCAP.KD,2002,NA,19067.655433211796
Portugal,PRT,NY.GDP.PCAP.KD,2003,NA,18819.443737639314
Portugal,PRT,NY.GDP.PCAP.KD,2004,NA,19110.32084316323
Portugal,PRT,NY.GDP.PCAP.KD,2005,NA,19224.034651331363
Portugal,PRT,NY.GDP.PCAP.KD,2006,NA,19501.233007010251
Portugal,PRT,NY.GDP.PCAP.KD,2007,NA,19950.844096619894
Portugal,PRT,NY.GDP.PCAP.KD,2008,NA,19985.698331971147
Portugal,PRT,NY.GDP.PCAP.KD,2009,NA,19343.280049908793
Portugal,PRT,NY.GDP.PCAP.KD,2010,NA,19670.361068633294
